response_id,sentiment_score,Ppron,Inhib,Space,Filler,Ipron,Time,Humans,SheHe,Percept,Verbs,Quant,Body,Relativ,Nonflu,AuxVb,Cause,Sexual,Relig,Bio,Tentat,Incl,Leisure,Prep,Health,I,Hear,They,Posemo,Affect,Excl,Discrep,Present,CogMech,Death,Work,We,Ingest,Motion,Negate,Achiev,Swear,Social,Friends,Family,Pronoun,Funct,Feel,Money,Insight,Assent,Sad,Past,See,Future,Adverbs,Numbers,Certain,Anger,Home,Conj,Anx,Negemo,You,Article
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-3.3779867443566065,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.0,0.11764705882352941,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705
2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.60604881205519,0.1,0.0,0.1,0.0,0.4,0.3,0.0,0.0,0.1,0.8,0.1,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.2,0.2,0.3,0.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,1.9,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1
4,1.5976724034754897,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6666666666666666,0.5,0.0,0.0,0.3333333333333333,1.5,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.5,0.5,0.5,0.0,0.8333333333333334,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
5,3.2101528815608167,0.07692307692307693,0.01282051282051282,0.10256410256410256,0.0,0.0641025641025641,0.0641025641025641,0.0,0.0,0.02564102564102564,0.3717948717948718,0.07692307692307693,0.0,0.23076923076923078,0.0,0.2564102564102564,0.01282051282051282,0.0,0.0,0.0,0.02564102564102564,0.10256410256410256,0.01282051282051282,0.2692307692307692,0.0,0.02564102564102564,0.0,0.01282051282051282,0.05128205128205128,0.0641025641025641,0.05128205128205128,0.07692307692307693,0.21794871794871795,0.3076923076923077,0.0,0.02564102564102564,0.038461538461538464,0.0,0.0641025641025641,0.01282051282051282,0.0641025641025641,0.0,0.07692307692307693,0.0,0.0,0.14102564102564102,1.0256410256410255,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0641025641025641,0.02564102564102564,0.01282051282051282,0.08974358974358974,0.0,0.02564102564102564,0.01282051282051282,0.0,0.11538461538461539,0.0,0.01282051282051282,0.0,0.14102564102564102
6,-1.7153200404470297,3.0,0.5,4.0,0.0,2.5,2.5,0.0,0.0,1.0,14.5,4.0,0.0,9.0,0.0,10.0,0.5,0.0,0.0,0.0,1.0,4.0,0.5,10.5,0.0,1.0,0.0,0.5,2.0,2.5,2.0,3.0,8.5,13.0,0.0,1.0,1.5,0.0,2.5,0.5,2.5,0.0,3.0,0.0,0.0,5.5,41.0,0.0,0.5,0.5,0.0,0.0,2.5,1.0,0.5,3.5,0.0,1.0,0.5,0.0,4.5,0.0,0.5,0.0,5.5
7,5.015971520472923,0.23333333333333334,0.03333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.26666666666666666,0.0,0.0,0.1,1.1,0.36666666666666664,0.0,0.7666666666666667,0.0,0.7666666666666667,0.03333333333333333,0.0,0.0,0.0,0.13333333333333333,0.3,0.03333333333333333,0.9,0.0,0.1,0.0,0.03333333333333333,0.23333333333333334,0.26666666666666666,0.2,0.2,0.6666666666666666,1.1333333333333333,0.0,0.1,0.1,0.0,0.16666666666666666,0.1,0.16666666666666666,0.0,0.23333333333333334,0.0,0.0,0.4,3.466666666666667,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.2,0.1,0.03333333333333333,0.3333333333333333,0.06666666666666667,0.16666666666666666,0.03333333333333333,0.0,0.36666666666666664,0.0,0.03333333333333333,0.0,0.43333333333333335
8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4.542852544794416,1.4,0.2,2.2,0.0,1.0,1.8,0.0,0.0,0.6,6.6,2.2,0.0,5.0,0.0,4.6,0.2,0.0,0.0,0.0,0.8,1.8,0.2,5.8,0.0,0.6,0.0,0.2,1.6,1.8,1.2,1.2,4.0,6.8,0.0,0.6,0.6,0.0,1.0,0.6,1.4,0.0,1.4,0.0,0.0,2.4,21.2,0.0,0.2,0.2,0.0,0.0,1.2,0.6,0.2,2.0,0.4,1.0,0.2,0.0,2.2,0.0,0.2,0.0,2.6
10,5.678771273552454,0.6153846153846154,0.07692307692307693,1.0,0.0,0.5384615384615384,0.7692307692307693,0.0,0.0,0.3076923076923077,2.769230769230769,0.8461538461538461,0.0,2.1538461538461537,0.0,2.0,0.07692307692307693,0.0,0.0,0.0,0.3076923076923077,0.7692307692307693,0.07692307692307693,2.3846153846153846,0.0,0.3076923076923077,0.0,0.07692307692307693,0.8461538461538461,0.9230769230769231,0.46153846153846156,0.46153846153846156,1.6923076923076923,2.6923076923076925,0.0,0.23076923076923078,0.23076923076923078,0.0,0.38461538461538464,0.23076923076923078,0.6153846153846154,0.0,0.6153846153846154,0.0,0.0,1.1538461538461537,8.76923076923077,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.5384615384615384,0.3076923076923077,0.07692307692307693,0.7692307692307693,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.0,0.8461538461538461,0.0,0.07692307692307693,0.0,1.0769230769230769
11,1.6389297805123235,1.2857142857142858,0.14285714285714285,1.8571428571428572,0.0,1.0,1.5714285714285714,0.0,0.0,0.5714285714285714,5.428571428571429,1.7142857142857142,0.0,4.142857142857143,0.0,4.0,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,1.4285714285714286,0.14285714285714285,4.571428571428571,0.0,0.7142857142857143,0.0,0.14285714285714285,1.5714285714285714,1.7142857142857142,0.8571428571428571,0.8571428571428571,3.4285714285714284,5.142857142857143,0.0,0.42857142857142855,0.42857142857142855,0.0,0.7142857142857143,0.42857142857142855,1.1428571428571428,0.0,1.2857142857142858,0.0,0.0,2.2857142857142856,17.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,0.5714285714285714,0.14285714285714285,1.4285714285714286,0.2857142857142857,0.8571428571428571,0.14285714285714285,0.0,1.5714285714285714,0.0,0.14285714285714285,0.0,2.0
12,0.18343364910379223,0.4166666666666667,0.041666666666666664,0.6666666666666666,0.0,0.3333333333333333,0.4583333333333333,0.0,0.0,0.16666666666666666,1.6666666666666667,0.5416666666666666,0.0,1.4166666666666667,0.0,1.2083333333333333,0.041666666666666664,0.0,0.0,0.0,0.20833333333333334,0.4583333333333333,0.041666666666666664,1.5833333333333333,0.0,0.20833333333333334,0.0,0.041666666666666664,0.4583333333333333,0.5,0.375,0.2916666666666667,1.0833333333333333,1.75,0.0,0.25,0.16666666666666666,0.0,0.2916666666666667,0.16666666666666666,0.375,0.0,0.4166666666666667,0.0,0.0,0.75,5.666666666666667,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.2916666666666667,0.16666666666666666,0.041666666666666664,0.5833333333333334,0.125,0.25,0.041666666666666664,0.041666666666666664,0.5,0.0,0.041666666666666664,0.0,0.6666666666666666
13,-1.0885368575822405,3.3333333333333335,0.3333333333333333,5.333333333333333,0.0,2.6666666666666665,4.0,0.0,0.0,1.3333333333333333,13.333333333333334,4.333333333333333,0.0,11.666666666666666,0.0,9.666666666666666,0.3333333333333333,0.0,0.0,0.0,2.0,3.6666666666666665,0.3333333333333333,12.666666666666666,0.0,1.6666666666666667,0.0,0.3333333333333333,3.6666666666666665,4.0,3.0,2.3333333333333335,8.666666666666666,14.333333333333334,0.0,2.0,1.3333333333333333,0.0,2.3333333333333335,1.3333333333333333,3.0,0.0,3.3333333333333335,0.0,0.0,6.0,45.666666666666664,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,4.666666666666667,1.0,2.0,0.3333333333333333,0.3333333333333333,4.0,0.0,0.3333333333333333,0.0,5.666666666666667
14,1.1701679243390384,5.0,0.5,8.5,0.0,4.0,6.0,0.0,0.0,2.5,20.5,6.5,0.0,18.0,0.0,14.5,0.5,0.0,0.0,0.0,3.0,5.5,0.5,19.5,0.0,2.5,0.0,0.5,5.5,6.0,4.5,3.5,13.5,21.5,0.0,3.0,2.0,0.0,3.5,2.0,4.5,0.0,5.0,0.0,0.0,9.0,69.0,0.0,0.5,0.5,0.0,0.0,3.5,2.5,0.5,7.0,1.5,3.0,0.5,0.5,6.0,0.0,0.5,0.0,8.5
15,0.0631962672607736,2.0,0.2,3.4,0.0,1.8,2.4,0.0,0.0,1.2,8.4,2.6,0.0,7.2,0.0,6.0,0.2,0.0,0.0,0.0,1.2,2.2,0.2,7.8,0.0,1.0,0.0,0.2,2.2,2.4,2.0,1.4,5.4,9.0,0.0,1.2,0.8,0.0,1.4,1.0,1.8,0.0,2.0,0.0,0.0,3.8,28.2,0.0,0.2,0.2,0.0,0.0,1.6,1.0,0.2,2.8,0.6,1.4,0.2,0.2,2.4,0.0,0.2,0.0,3.4
